job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
3509,QA Engineer,"IN, MH, Mumbai",Operations,46000-130000,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
2555,Data Scientist,"GB, LND, London",Engineering,89000-93000,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",1,1,1,Contract,Entry level,Master's Degree,Information Technology,Engineering,0
351,Online Customer Support Representative,"GB, LND, London",Sales,,We are a leading global investment group providing financial solutions and wire transfer services.,"Earn money easily working from home! We need individuals to process payments, enter data into spreadsheet forms, and send confirmation emails. Flexible hours, daily payment via wire transfer or check.","Must possess valid ID, bank account for receiving money orders, and willingness to work 10 hours a week.","Fast cash payment, training provided, work at your own pace.",1,1,0,Part-time,Entry level,Unspecified,Financial Services,Customer Service,1
3815,Software Engineer,"US, TX, Austin",Operations,52000-137000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology,Engineering,0
3722,HR Manager,"DE, BE, Berlin",Customer Support,80000-114000,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
2493,Account Executive,"GB, LND, London",HR,72000-141000,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,1,Contract,Associate,Bachelor's Degree,Information Technology,Engineering,0
2988,QA Engineer,"US, TX, Austin",Customer Support,,"Global digital marketing agency helping Fortune 500 brands scale performance marketing, SEO, and social media campaigns.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,1,0,Full-time,Entry level,Master's Degree,Information Technology,Engineering,0
1997,Content Writer,"CA, ON, Toronto",Customer Support,72000-136000,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",1,1,1,Contract,Associate,Master's Degree,Information Technology,Engineering,0
4095,Marketing Coordinator,"US, CA, San Francisco",Finance,,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",1,1,0,Contract,Associate,Bachelor's Degree,Information Technology,Engineering,0
2272,HR Manager,"US, CA, San Francisco",Marketing,,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,1,Contract,Entry level,Master's Degree,Information Technology,Engineering,0
1525,Content Writer,"IN, MH, Mumbai",Operations,63000-103000,"Global digital marketing agency helping Fortune 500 brands scale performance marketing, SEO, and social media campaigns.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,1,1,Contract,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
2318,Account Executive,"AU, NSW, Sydney",Customer Support,70000-113000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",1,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
2632,Product Designer,"GB, LND, London",Engineering,81000-96000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",1,1,1,Full-time,Associate,Bachelor's Degree,Information Technology,Engineering,0
329,Envelope Stuffer / Packer,"DE, BE, Berlin",Finance,,,"Earn money easily working from home! We need individuals to process payments, enter data into spreadsheet forms, and send confirmation emails. Flexible hours, daily payment via wire transfer or check.",No experience required! Must be willing to start immediately. Access to email and basic typing skills required.,"High payout, flexible hours, daily bonuses, work from comfort of your home, immediate payment upon task completion.",0,0,1,Other,Entry level,Unspecified,Financial Services,Customer Service,1
4018,Business Analyst,"US, FL, Miami",Product,,A fast-growing e-commerce startup empowering independent merchants to scale their online presence seamlessly through AI-driven analytics.,"You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology,Engineering,0
649,Financial Analyst,"DE, BE, Berlin",HR,,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,0,1,Contract,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
3186,QA Engineer,"US, TX, Austin",Operations,73000-93000,A fast-growing e-commerce startup empowering independent merchants to scale their online presence seamlessly through AI-driven analytics.,"You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,0,0,Contract,Associate,Bachelor's Degree,Information Technology,Engineering,0
3105,Marketing Coordinator,"US, FL, Miami",Engineering,,A fast-growing e-commerce startup empowering independent merchants to scale their online presence seamlessly through AI-driven analytics.,"Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
4799,Product Designer,"US, CA, San Francisco",Operations,47000-107000,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",1,1,1,Contract,Associate,Master's Degree,Information Technology,Engineering,0
589,Data Scientist,"AU, NSW, Sydney",Finance,,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",1,1,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
3305,Financial Analyst,"US, NY, New York",HR,78000-127000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
1403,Customer Success Specialist,"US, NY, New York",HR,88000-133000,"Global digital marketing agency helping Fortune 500 brands scale performance marketing, SEO, and social media campaigns.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
3310,Software Engineer,"US, FL, Miami",Product,65000-142000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",1,0,0,Contract,Entry level,Master's Degree,Information Technology,Engineering,0
689,Data Scientist,"AU, NSW, Sydney",HR,42000-128000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
1886,Operations Associate,"DE, BE, Berlin",Engineering,,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",1,0,1,Contract,Associate,Bachelor's Degree,Information Technology,Engineering,0
4201,QA Engineer,"US, TX, Austin",Customer Support,59000-94000,"Global digital marketing agency helping Fortune 500 brands scale performance marketing, SEO, and social media campaigns.","Responsibilities include analyzing business requirements, building robust data pipelines, presenting insights to key stakeholders, and maintaining high software quality standards.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,0,Contract,Entry level,Bachelor's Degree,Information Technology,Engineering,0
4836,Software Engineer,"US, FL, Miami",Sales,90000-98000,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,0,Contract,Entry level,Master's Degree,Information Technology,Engineering,0
2949,Marketing Coordinator,"US, FL, Miami",Sales,51000-134000,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology,Engineering,0
3802,Content Writer,"AU, NSW, Sydney",Engineering,,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Degree in Finance or Economics, strong Excel financial modeling skills, experience with SQL and PowerBI/Tableau, and excellent analytical thinking.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",1,1,1,Contract,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
707,Project Manager,"CA, ON, Toronto",Product,,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",1,1,1,Contract,Associate,Master's Degree,Information Technology,Engineering,0
384,Remote Administrative Assistant - High Pay,"AU, NSW, Sydney",Marketing,,We are a leading global investment group providing financial solutions and wire transfer services.,Home-based job opportunity processing incoming packages and forwarding items. Wire transfer experience is a plus. Weekly payments in Cashier Check.,"Must possess valid ID, bank account for receiving money orders, and willingness to work 10 hours a week.","Fast cash payment, training provided, work at your own pace.",1,0,0,Part-time,Entry level,Unspecified,Financial Services,Customer Service,1
1561,Account Executive,"US, FL, Miami",Marketing,,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,1,Contract,Associate,Master's Degree,Information Technology,Engineering,0
3370,Sales Representative,"GB, LND, London",Customer Support,40000-110000,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,0,1,Contract,Associate,Master's Degree,Information Technology,Engineering,0
3250,Customer Success Specialist,"IN, MH, Mumbai",Product,40000-111000,"Global digital marketing agency helping Fortune 500 brands scale performance marketing, SEO, and social media campaigns.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
3040,HR Manager,"DE, BE, Berlin",Product,,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology,Engineering,0
1189,Account Executive,"US, FL, Miami",Engineering,,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology,Engineering,0
4729,Software Engineer,"CA, ON, Toronto",HR,75000-123000,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Competitive salary + equity stock options. Health, dental, and vision insurance. 401(k) matching up to 5%. Unlimited PTO and annual learning stipend.",0,0,1,Full-time,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
1568,Sales Representative,"US, NY, New York",HR,,"Global digital marketing agency helping Fortune 500 brands scale performance marketing, SEO, and social media campaigns.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",1,1,1,Contract,Associate,Master's Degree,Information Technology,Engineering,0
3709,Business Analyst,"DE, BE, Berlin",Product,60000-143000,"Established financial services firm providing comprehensive wealth management, corporate advisory, and investment banking services for over 30 years.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,1,Contract,Entry level,Bachelor's Degree,Information Technology,Engineering,0
1978,Customer Success Specialist,"US, FL, Miami",Finance,,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",0,1,1,Contract,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
2735,Sales Representative,"IN, MH, Mumbai",Engineering,55000-116000,"Leading digital healthcare provider transforming patient outcomes through telemedicine, remote monitoring, and personalized wellness plans.","We are looking for a dedicated professional to join our dynamic team. You will collaborate with cross-functional teams to design, test, and deploy scalable solutions.","Strong communication skills, experience with CRM software (Salesforce/HubSpot), track record of meeting quotas, and ability to manage multiple client accounts simultaneously.","Health benefits package, remote work flexibility, home office setup allowance, professional development budget, and wellness reimbursement.",0,1,1,Full-time,Associate,Master's Degree,Information Technology,Engineering,0
4346,Sales Representative,"IN, MH, Mumbai",HR,,"We are an innovative tech company building next-generation cloud infrastructure and SaaS solutions for enterprise clients worldwide. Founded in 2015, we have raised $40M in Series B funding.","You will manage client portfolios, drive user acquisition campaigns, build strong customer relationships, and achieve monthly revenue metrics.","Bachelor's degree in Computer Science, Business, or related field. 3+ years of professional experience. Proficiency in Python, SQL, and Git. Strong problem-solving skills.","Base salary plus commission bonuses, paid parental leave, flexible working hours, and quarterly company retreats.",1,1,1,Full-time,Entry level,Master's Degree,Information Technology,Engineering,0
